S,pi_optimal,V_optimal,pi_early_iteration,V_early_iteration
3241,1462,-1492.556577,1097,-1501.984222
3242,1462,-1492.606577,1097,-1502.034222
3243,1462,-1492.666577,1097,-1502.094222
3244,1462,-1492.716577,1097,-1502.144222
3245,1462,-1492.776577,1097,-1502.204222
3246,1462,-1492.826577,1097,-1502.254222
3247,1462,-1492.886577,1097,-1502.314222
3248,1462,-1492.936577,1097,-1502.364222
3249,1462,-1492.996577,1097,-1502.424222
3250,1462,-1493.046577,1097,-1502.474222
3251,1462,-1493.106577,1097,-1502.534222
3252,1462,-1493.156577,1097,-1502.584222
3253,1462,-1493.216577,1097,-1502.644222
3254,1462,-1493.266577,1097,-1502.694222
3255,1462,-1493.326577,1097,-1502.754222
3256,1462,-1493.376577,1097,-1502.804222
3257,1462,-1493.436577,1097,-1502.864222
3258,1462,-1493.486577,1097,-1502.914222
3259,1462,-1493.546577,1097,-1502.974222
3260,1462,-1493.596577,1097,-1503.024222
3261,1462,-1493.646577,1097,-1503.074222
3262,1462,-1493.706577,1097,-1503.134222
3263,1462,-1493.756577,1097,-1503.184222
3264,1462,-1493.816577,1097,-1503.244222
3265,1462,-1493.866577,1097,-1503.294222
3266,1462,-1493.926577,1097,-1503.354222
3267,1462,-1493.976577,1097,-1503.404222
3268,1462,-1494.036577,1097,-1503.464222
3269,1462,-1494.086577,1097,-1503.514222
3270,1462,-1494.146577,1097,-1503.574222
3271,1462,-1494.196577,1097,-1503.624222
3272,1462,-1494.256577,1097,-1503.684222
3273,1462,-1494.306577,1097,-1503.734222
3274,1462,-1494.366577,1097,-1503.794222
3275,1462,-1494.416577,1097,-1503.844222
3276,1462,-1494.476577,1097,-1503.904222
3277,1462,-1494.526577,1097,-1503.954222
3278,1462,-1494.586577,1097,-1504.014222
3279,1462,-1494.636577,1097,-1504.064222
3280,1462,-1494.696577,1097,-1504.124222
3281,1462,-1494.746577,1097,-1504.174222
3282,1462,-1494.806577,1097,-1504.234222
3283,1462,-1494.856577,1097,-1504.284222
3284,1462,-1494.916577,1097,-1504.344222
3285,1462,-1494.966577,1097,-1504.394222
3286,1462,-1495.016577,1097,-1504.444222
3287,1462,-1495.076577,1097,-1504.504222
3288,1462,-1495.126577,1097,-1504.554222
3289,1462,-1495.186577,1097,-1504.614222
3290,1462,-1495.236577,1097,-1504.664222
3291,1462,-1495.296577,1097,-1504.724222
3292,1462,-1495.346577,1097,-1504.774222
3293,1462,-1495.406577,1097,-1504.834222
3294,1462,-1495.456577,1097,-1504.884222
3295,1462,-1495.516577,1097,-1504.944222
3296,1462,-1495.566577,1097,-1504.994222
3297,1462,-1495.626577,1097,-1505.054222
3298,1462,-1495.676577,1097,-1505.104222
3299,1462,-1495.736577,1097,-1505.164222
3300,1462,-1495.786577,1097,-1505.214222
3301,1462,-1495.846577,1097,-1505.274222
3302,1462,-1495.896577,1097,-1505.324222
3303,1462,-1495.956577,1097,-1505.384222
3304,1462,-1496.006577,1097,-1505.434222
3305,1462,-1496.066577,1097,-1505.494222
3306,1462,-1496.116577,1097,-1505.544222
3307,1462,-1496.176577,1097,-1505.604222
3308,1462,-1496.226577,1097,-1505.654222
3309,1462,-1496.286577,1097,-1505.714222
3310,1462,-1496.336577,1097,-1505.764222
3311,1462,-1496.386577,1097,-1505.814222
3312,1462,-1496.446577,1097,-1505.874222
3313,1462,-1496.496577,1097,-1505.924222
3314,1462,-1496.556577,1097,-1505.984222
3315,1462,-1496.606577,1097,-1506.034222
3316,1462,-1496.666577,1097,-1506.094222
3317,1462,-1496.716577,1097,-1506.144222
3318,1462,-1496.776577,1097,-1506.204222
3319,1462,-1496.826577,1097,-1506.254222
3320,1462,-1496.886577,1097,-1506.314222
3321,1462,-1496.936577,1097,-1506.364222
3322,1462,-1496.996577,1097,-1506.424222
3323,1462,-1497.046577,1097,-1506.474222
3324,1462,-1497.106577,1097,-1506.534222
3325,1462,-1497.156577,1097,-1506.584222
3326,1462,-1497.216577,1097,-1506.644222
3327,1462,-1497.266577,1097,-1506.694222
3328,1462,-1497.326577,1097,-1506.754222
3329,1462,-1497.376577,1097,-1506.804222
3330,1462,-1497.436577,1097,-1506.864222
3331,1462,-1497.486577,1097,-1506.914222
3332,1462,-1497.546577,1097,-1506.974222
3333,1462,-1497.596577,1097,-1507.024222
3334,1462,-1497.646577,1097,-1507.074222
3335,1462,-1497.706577,1097,-1507.134222
3336,1462,-1497.756577,1097,-1507.184222
3337,1462,-1497.816577,1097,-1507.244222
3338,1462,-1497.866577,1097,-1507.294222
3339,1462,-1497.926577,1097,-1507.354222
3340,1462,-1497.976577,1097,-1507.404222
3341,1462,-1498.036577,1097,-1507.464222
3342,1462,-1498.086577,1097,-1507.514222
3343,1462,-1498.146577,1097,-1507.574222
3344,1462,-1498.196577,1097,-1507.624222
3345,1462,-1498.256577,1097,-1507.684222
3346,1462,-1498.306577,1097,-1507.734222
3347,1462,-1498.366577,1097,-1507.794222
3348,1462,-1498.416577,1097,-1507.844222
3349,1462,-1498.476577,1097,-1507.904222
3350,1462,-1498.526577,1097,-1507.954222
3351,1462,-1498.586577,1097,-1508.014222
3352,1462,-1498.636577,1097,-1508.064222
3353,1462,-1498.696577,1097,-1508.124222
3354,1462,-1498.746577,1097,-1508.174222
3355,1462,-1498.806577,1097,-1508.234222
3356,1462,-1498.856577,1097,-1508.284222
3357,1462,-1498.916577,1097,-1508.344222
3358,1462,-1498.966577,1097,-1508.394222
3359,1462,-1499.016577,1097,-1508.444222
3360,1462,-1499.076577,1097,-1508.504222
3361,1462,-1499.126577,1097,-1508.554222
3362,1462,-1499.186577,1097,-1508.614222
3363,1462,-1499.236577,1097,-1508.664222
3364,1462,-1499.296577,1097,-1508.724222
3365,1462,-1499.346577,1097,-1508.774222
3366,1462,-1499.406577,1097,-1508.834222
3367,1462,-1499.456577,1097,-1508.884222
3368,1462,-1499.516577,1097,-1508.944222
3369,1462,-1499.566577,1097,-1508.994222
3370,1462,-1499.626577,1097,-1509.054222
3371,1462,-1499.676577,1097,-1509.104222
3372,1462,-1499.736577,1097,-1509.164222
3373,1462,-1499.786577,1097,-1509.214222
3374,1462,-1499.846577,1097,-1509.274222
3375,1462,-1499.896577,1097,-1509.324222
3376,1462,-1499.956577,1097,-1509.384222
3377,1462,-1500.046577,1097,-1509.474222
3378,1462,-1500.156577,1097,-1509.584222
3379,1462,-1500.266577,1097,-1509.694222
3380,1462,-1500.376577,1097,-1509.804222
3381,1462,-1500.486577,1097,-1509.914222
3382,1462,-1500.596577,1097,-1510.024222
3383,1462,-1500.706577,1097,-1510.134222
3384,1462,-1500.816577,1097,-1510.244222
3385,1462,-1500.926577,1097,-1510.354222
3386,1462,-1501.036577,1097,-1510.464222
3387,1462,-1501.146577,1097,-1510.574222
3388,1462,-1501.256577,1097,-1510.684222
3389,1462,-1501.366577,1097,-1510.794222
3390,1462,-1501.476577,1097,-1510.904222
3391,1462,-1501.586577,1097,-1511.014222
3392,1462,-1501.696577,1097,-1511.124222
3393,1462,-1501.806577,1097,-1511.234222
3394,1462,-1501.916577,1097,-1511.344222
3395,1462,-1502.016577,1097,-1511.444222
3396,1462,-1502.126577,1097,-1511.554222
3397,1462,-1502.236577,1097,-1511.664222
3398,1462,-1502.346577,1097,-1511.774222
3399,1462,-1502.456577,1097,-1511.884222
3400,1462,-1502.566577,1097,-1511.994222
3401,1462,-1502.676577,1097,-1512.104222
3402,1462,-1502.786577,1097,-1512.214222
3403,1462,-1502.896577,1097,-1512.324222
3404,1462,-1503.006577,1097,-1512.434222
3405,1462,-1503.116577,1097,-1512.544222
3406,1462,-1503.226577,1097,-1512.654222
3407,1462,-1503.336577,1097,-1512.764222
3408,1462,-1503.446577,1097,-1512.874222
3409,1462,-1503.556577,1097,-1512.984222
3410,1462,-1503.666577,1097,-1513.094222
3411,1462,-1503.776577,1097,-1513.204222
3412,1462,-1503.886577,1097,-1513.314222
3413,1462,-1503.996577,1097,-1513.424222
3414,1462,-1504.106577,1097,-1513.534222
3415,1462,-1504.216577,1097,-1513.644222
3416,1462,-1504.326577,1097,-1513.754222
3417,1462,-1504.436577,1097,-1513.864222
3418,1462,-1504.546577,1097,-1513.974222
3419,1462,-1504.646577,1097,-1514.074222
3420,1462,-1504.756577,1097,-1514.184222
3421,1462,-1504.866577,1097,-1514.294222
3422,1462,-1504.980577,1097,-1514.408222
3423,1462,-1505.089577,1097,-1514.517222
3424,1462,-1505.199577,1097,-1514.627222
3425,1462,-1505.308577,1097,-1514.736222
3426,1462,-1505.418577,1097,-1514.846222
3427,1462,-1505.528577,1097,-1514.956222
3428,1462,-1505.637577,1097,-1515.065222
3429,1462,-1505.747577,1097,-1515.175222
3430,1462,-1505.856577,1097,-1515.284222
3431,1462,-1505.966577,1097,-1515.394222
3432,1462,-1506.076577,1097,-1515.504222
3433,1462,-1506.185577,1097,-1515.613222
3434,1462,-1506.295577,1097,-1515.723222
3435,1462,-1506.404577,1097,-1515.832222
3436,1462,-1506.514577,1097,-1515.942222
3437,1462,-1506.624577,1097,-1516.052222
3438,1462,-1506.733577,1097,-1516.161222
3439,1462,-1506.843577,1097,-1516.271222
3440,1462,-1506.952577,1097,-1516.380222
3441,1462,-1507.062577,1097,-1516.490222
3442,1462,-1507.171577,1097,-1516.599222
3443,1462,-1507.281577,1097,-1516.709222
3444,1462,-1507.391577,1097,-1516.819222
3445,1462,-1507.500577,1097,-1516.928222
3446,1462,-1507.610577,1097,-1517.038222
3447,1462,-1507.719577,1097,-1517.147222
3448,1462,-1507.829577,1097,-1517.257222
3449,1462,-1507.939577,1097,-1517.367222
3450,1462,-1508.048577,1097,-1517.476222
3451,1462,-1508.158577,1097,-1517.586222
3452,1462,-1508.267577,1097,-1517.695222
3453,1462,-1508.377577,1097,-1517.805222
3454,1462,-1508.487577,1097,-1517.915222
3455,1462,-1508.596577,1097,-1518.024222
3456,1462,-1508.706577,1097,-1518.134222
3457,1462,-1508.815577,1097,-1518.243222
3458,1462,-1508.925577,1097,-1518.353222
3459,1462,-1509.034577,1097,-1518.462222
3460,1462,-1509.144577,1097,-1518.572222
3461,1462,-1509.254577,1097,-1518.682222
3462,1462,-1509.363577,1097,-1518.791222
3463,1462,-1509.473577,1097,-1518.901222
3464,1462,-1509.582577,1097,-1519.010222
3465,1462,-1509.692577,1097,-1519.120222
3466,1462,-1509.802577,1097,-1519.230222
3467,1462,-1509.911577,1097,-1519.339222
3468,1462,-1510.010577,1097,-1519.438222
3469,1462,-1510.098577,1097,-1519.526222
3470,1462,-1510.185577,1097,-1519.613222
3471,1462,-1510.273577,1097,-1519.701222
3472,1462,-1510.361577,1097,-1519.789222
3473,1462,-1510.448577,1097,-1519.876222
3474,1462,-1510.536577,1097,-1519.964222
3475,1462,-1510.624577,1097,-1520.052222
3476,1462,-1510.711577,1097,-1520.139222
3477,1462,-1510.799577,1097,-1520.227222
3478,1462,-1510.887577,1097,-1520.315222
3479,1462,-1510.974577,1097,-1520.402222
3480,1462,-1511.062577,1097,-1520.490222
3481,1462,-1511.150577,1097,-1520.578222
3482,1462,-1511.237577,1097,-1520.665222
3483,1462,-1511.325577,1097,-1520.753222
3484,1462,-1511.413577,1097,-1520.841222
3485,1462,-1511.500577,1097,-1520.928222
3486,1462,-1511.588577,1097,-1521.016222
3487,1462,-1511.676577,1097,-1521.104222
3488,1462,-1511.763577,1097,-1521.191222
3489,1462,-1511.851577,1097,-1521.279222
3490,1462,-1511.939577,1097,-1521.367222
3491,1462,-1512.026577,1097,-1521.454222
3492,1462,-1512.114577,1097,-1521.542222
3493,1462,-1512.202577,1097,-1521.630222
3494,1462,-1512.289577,1097,-1521.717222
3495,1462,-1512.377577,1097,-1521.805222
3496,1462,-1512.465577,1097,-1521.893222
3497,1462,-1512.552577,1097,-1521.980222
3498,1462,-1512.640577,1097,-1522.068222
3499,1462,-1512.728577,1097,-1522.156222
3500,1462,-1512.815577,1097,-1522.243222
3501,1462,-1512.903577,1097,-1522.331222
3502,1462,-1512.991577,1097,-1522.419222
3503,1462,-1513.078577,1097,-1522.506222
3504,1462,-1513.166577,1097,-1522.594222
3505,1462,-1513.254577,1097,-1522.682222
3506,1462,-1513.341577,1097,-1522.769222
3507,1462,-1513.429577,1097,-1522.857222
3508,1462,-1513.517577,1097,-1522.945222
3509,1462,-1513.604577,1097,-1523.032222
3510,1462,-1513.692577,1097,-1523.120222
3511,1462,-1513.780577,1097,-1523.208222
3512,1462,-1513.867577,1097,-1523.295222
3513,1462,-1513.955577,1097,-1523.383222
3514,1462,-1514.043577,1097,-1523.471222
3515,1462,-1514.130577,1097,-1523.558222
3516,1462,-1514.218577,1097,-1523.646222
3517,1462,-1514.306577,1097,-1523.734222
3518,1462,-1514.393577,1097,-1523.821222
3519,1462,-1514.481577,1097,-1523.909222
3520,1462,-1514.569577,1097,-1523.997222
3521,1462,-1514.656577,1097,-1524.084222
3522,1462,-1514.744577,1097,-1524.172222
3523,1462,-1514.832577,1097,-1524.260222
3524,1462,-1514.919577,1097,-1524.347222
3525,1462,-1515.007577,1097,-1524.435222
3526,1462,-1515.095577,1097,-1524.523222
3527,1462,-1515.182577,1097,-1524.610222
3528,1462,-1515.270577,1097,-1524.698222
3529,1462,-1515.358577,1097,-1524.786222
3530,1462,-1515.445577,1097,-1524.873222
3531,1462,-1515.533577,1097,-1524.961222
3532,1462,-1515.621577,1097,-1525.049222
3533,1462,-1515.708577,1097,-1525.136222
3534,1462,-1515.796577,1097,-1525.224222
3535,1462,-1515.884577,1097,-1525.312222
3536,1462,-1515.971577,1097,-1525.399222
3537,1462,-1516.059577,1097,-1525.487222
3538,1462,-1516.147577,1097,-1525.575222
3539,1462,-1516.234577,1097,-1525.662222
3540,1462,-1516.322577,1097,-1525.750222
3541,1462,-1516.410577,1097,-1525.838222
3542,1462,-1516.498577,1097,-1525.926222
3543,1462,-1516.585577,1097,-1526.013222
3544,1462,-1516.673577,1097,-1526.101222
3545,1462,-1516.761577,1097,-1526.189222
3546,1462,-1516.848577,1097,-1526.276222
3547,1462,-1516.936577,1097,-1526.364222
3548,1462,-1517.024577,1097,-1526.452222
3549,1462,-1517.111577,1097,-1526.539222
3550,1462,-1517.199577,1097,-1526.627222
3551,1462,-1517.287577,1097,-1526.715222
3552,1462,-1517.374577,1097,-1526.802222
3553,1462,-1517.462577,1097,-1526.890222
3554,1462,-1517.550577,1097,-1526.978222
3555,1462,-1517.637577,1097,-1527.065222
3556,1462,-1517.725577,1097,-1527.153222
3557,1462,-1517.813577,1097,-1527.241222
3558,1462,-1517.900577,1097,-1527.328222
3559,1462,-1517.985577,1097,-1527.413222
3560,1462,-1518.062577,1097,-1527.490222
3561,1462,-1518.139577,1097,-1527.567222
3562,1462,-1518.215577,1097,-1527.643222
3563,1462,-1518.292577,1097,-1527.720222
3564,1462,-1518.369577,1097,-1527.797222
3565,1462,-1518.445577,1097,-1527.873222
3566,1462,-1518.522577,1097,-1527.950222
3567,1462,-1518.599577,1097,-1528.027222
3568,1462,-1518.676577,1097,-1528.104222
3569,1462,-1518.752577,1097,-1528.180222
3570,1462,-1518.829577,1097,-1528.257222
3571,1462,-1518.906577,1097,-1528.334222
3572,1462,-1518.982577,1097,-1528.410222
3573,1462,-1519.059577,1097,-1528.487222
3574,1462,-1519.136577,1097,-1528.564222
3575,1462,-1519.213577,1097,-1528.641222
3576,1462,-1519.289577,1097,-1528.717222
3577,1462,-1519.366577,1097,-1528.794222
3578,1462,-1519.443577,1097,-1528.871222
3579,1462,-1519.519577,1097,-1528.947222
3580,1462,-1519.596577,1097,-1529.024222
3581,1462,-1519.673577,1097,-1529.101222
3582,1462,-1519.750577,1097,-1529.178222
3583,1462,-1519.826577,1097,-1529.254222
3584,1462,-1519.903577,1097,-1529.331222
3585,1462,-1519.980577,1097,-1529.408222
3586,1462,-1520.056577,1097,-1529.484222
3587,1462,-1520.133577,1097,-1529.561222
3588,1462,-1520.210577,1097,-1529.638222
3589,1462,-1520.287577,1097,-1529.715222
3590,1462,-1520.363577,1097,-1529.791222
3591,1462,-1520.440577,1097,-1529.868222
3592,1462,-1520.517577,1097,-1529.945222
3593,1462,-1520.593577,1097,-1530.021222
3594,1462,-1520.670577,1097,-1530.098222
3595,1462,-1520.747577,1097,-1530.175222
3596,1462,-1520.824577,1097,-1530.252222
3597,1462,-1520.900577,1097,-1530.328222
3598,1462,-1520.977577,1097,-1530.405222
3599,1462,-1521.054577,1097,-1530.482222
3600,1462,-1521.130577,1097,-1530.558222
3601,1462,-1521.207577,1097,-1530.635222
3602,1462,-1521.284577,1097,-1530.712222
3603,1462,-1521.361577,1097,-1530.789222
3604,1462,-1521.437577,1097,-1530.865222
3605,1462,-1521.514577,1097,-1530.942222
3606,1462,-1521.591577,1097,-1531.019222
3607,1462,-1521.667577,1097,-1531.095222
3608,1462,-1521.744577,1097,-1531.172222
3609,1462,-1521.821577,1097,-1531.249222
3610,1462,-1521.898577,1097,-1531.326222
3611,1462,-1521.974577,1097,-1531.402222
3612,1462,-1522.051577,1097,-1531.479222
3613,1462,-1522.128577,1097,-1531.556222
3614,1462,-1522.204577,1097,-1531.632222
3615,1462,-1522.281577,1097,-1531.709222
3616,1462,-1522.358577,1097,-1531.786222
3617,1462,-1522.434577,1097,-1531.862222
3618,1462,-1522.511577,1097,-1531.939222
3619,1462,-1522.588577,1097,-1532.016222
3620,1462,-1522.665577,1097,-1532.093222
3621,1462,-1522.741577,1097,-1532.169222
3622,1462,-1522.818577,1097,-1532.246222
3623,1462,-1522.895577,1097,-1532.323222
3624,1462,-1522.971577,1097,-1532.399222
3625,1462,-1523.048577,1097,-1532.476222
3626,1462,-1523.125577,1097,-1532.553222
3627,1462,-1523.202577,1097,-1532.630222
3628,1462,-1523.278577,1097,-1532.706222
3629,1462,-1523.355577,1097,-1532.783222
3630,1462,-1523.432577,1097,-1532.860222
3631,1462,-1523.508577,1097,-1532.936222
3632,1462,-1523.585577,1097,-1533.013222
3633,1462,-1523.662577,1097,-1533.090222
3634,1462,-1523.739577,1097,-1533.167222
3635,1462,-1523.815577,1097,-1533.243222
3636,1462,-1523.892577,1097,-1533.320222
3637,1462,-1523.969577,1097,-1533.397222
3638,1462,-1524.045577,1097,-1533.473222
3639,1462,-1524.122577,1097,-1533.550222
3640,1462,-1524.199577,1097,-1533.627222
3641,1462,-1524.276577,1097,-1533.704222
3642,1462,-1524.352577,1097,-1533.780222
3643,1462,-1524.429577,1097,-1533.857222
3644,1462,-1524.506577,1097,-1533.934222
3645,1462,-1524.582577,1097,-1534.010222
3646,1462,-1524.659577,1097,-1534.087222
3647,1462,-1524.736577,1097,-1534.164222
3648,1462,-1524.813577,1097,-1534.241222
3649,1462,-1524.889577,1097,-1534.317222
3650,1462,-1524.966577,1097,-1534.394222
