S,pi_optimal,V_optimal,pi_early_iteration,V_early_iteration
1371,1,-1126.618793,1,-1129.355931
1372,1,-1127.068847,1,-1129.808341
1373,1,-1127.517527,1,-1130.259343
1374,1,-1127.967657,1,-1130.711826
1375,1,-1128.415371,1,-1131.161858
1376,1,-1128.864476,1,-1131.613311
1377,1,-1129.311103,1,-1132.062252
1378,1,-1129.759044,1,-1132.512535
1379,1,-1130.205587,1,-1132.961386
1380,1,-1130.653527,1,-1133.411663
1381,1,-1131.099014,1,-1133.859452
1382,1,-1131.545823,1,-1134.308592
1383,1,-1131.990101,1,-1134.755163
1384,1,-1132.435599,1,-1135.202984
1385,1,-1132.879622,1,-1135.649293
1386,1,-1133.324922,1,-1136.096906
1387,1,-1133.767657,1,-1136.541915
1388,1,-1134.211554,1,-1136.988113
1389,1,-1134.656853,1,-1137.435744
1390,1,-1135.099743,1,-1137.880932
1391,1,-1135.543967,1,-1138.327484
1392,1,-1135.986878,1,-1138.772688
1393,1,-1136.431222,1,-1139.219357
1394,1,-1136.873214,1,-1139.663639
1395,1,-1137.316587,1,-1140.109333
1396,1,-1137.757554,1,-1140.552586
1397,1,-1138.19983,1,-1140.997179
1398,1,-1138.64079,1,-1141.440421
1399,1,-1139.083155,1,-1141.885098
1400,1,-1139.52316,1,-1142.327382
1401,1,-1139.964509,1,-1142.771038
1402,1,-1140.403436,1,-1143.212239
1403,1,-1140.843626,1,-1143.654732
1404,1,-1141.282473,1,-1144.095847
1405,1,-1141.722667,1,-1144.538338
1406,1,-1142.160459,1,-1144.978393
1407,1,-1142.59952,1,-1145.419743
1408,1,-1143.036096,1,-1145.858575
1409,1,-1143.473835,1,-1146.298597
1410,1,-1143.910142,1,-1146.73715
1411,1,-1144.347664,1,-1147.176945
1412,1,-1144.782657,1,-1147.614174
1413,1,-1145.218742,1,-1148.05252
1414,1,-1145.656145,1,-1148.492216
1415,1,-1146.091157,1,-1148.929485
1416,1,-1146.528571,1,-1149.369188
1417,1,-1146.9637,1,-1149.806572
1418,1,-1147.400181,1,-1150.245338
1419,1,-1147.834326,1,-1150.681734
1420,1,-1148.269756,1,-1151.119445
1421,1,-1148.702779,1,-1151.554715
1422,1,-1149.138162,1,-1151.992376
1423,1,-1149.571235,1,-1152.427693
1424,1,-1150.005606,1,-1152.864336
1425,1,-1150.437602,1,-1153.298572
1426,1,-1150.870811,1,-1153.73405
1427,1,-1151.301556,1,-1154.16703
1428,1,-1151.734567,1,-1154.602305
1429,1,-1152.165186,1,-1155.035152
1430,1,-1152.596977,1,-1155.469202
1431,1,-1153.026274,1,-1155.900723
1432,1,-1153.456619,1,-1156.33332
1433,1,-1153.884331,1,-1156.763249
1434,1,-1154.314087,1,-1157.195249
1435,1,-1154.741215,1,-1157.624585
1436,1,-1155.169216,1,-1158.054821
1437,1,-1155.59828,1,-1158.486152
1438,1,-1156.024753,1,-1158.91486
1439,1,-1156.452128,1,-1159.344502
1440,1,-1156.877899,1,-1159.772509
1441,1,-1157.304548,1,-1160.201427
1442,1,-1157.728405,1,-1160.627524
1443,1,-1158.152913,1,-1161.054303
1444,1,-1158.574371,1,-1161.478005
1445,1,-1158.996168,1,-1161.902081
1446,1,-1159.415729,1,-1162.323893
1447,1,-1159.835402,1,-1162.745854
1448,1,-1160.251414,1,-1163.164129
1449,1,-1160.667032,1,-1163.582048
1450,1,-1161.078404,1,-1163.9957
1451,1,-1161.488689,1,-1164.408308
1452,1,-1161.895097,1,-1164.817019
1453,1,-1162.299669,1,-1165.223942
1454,1,-1162.698326,1,-1165.624937
1455,1,-1163.093925,1,-1166.022927
1456,1,-1163.482187,1,-1166.413575
1457,1,-1163.865718,1,-1166.799554
1458,1,-1164.241131,1,-1167.177419
1459,1,-1164.609719,1,-1167.548535
1460,1,-1164.966577,1,-1167.907937
1461,1,-1165.313545,1,-1168.257541
1462,1,-1165.665358,1,-1168.612094
1463,1,-1166.007397,1,-1168.956931
1464,1,-1166.353522,1,-1169.305986
1465,1,-1166.700689,1,-1169.656173
1466,1,-1167.052889,1,-1170.011565
1467,1,-1167.395549,1,-1170.357551
1468,1,-1167.742552,1,-1170.708106
1469,1,-1168.090917,1,-1171.060217
1470,1,-1168.43297,1,-1171.406315
1471,1,-1168.775625,1,-1171.753296
1472,1,-1169.122776,1,-1172.105169
1473,1,-1169.471481,1,-1172.458994
1474,1,-1169.814084,1,-1172.807251
1475,1,-1170.157551,1,-1173.156928
1476,1,-1170.505804,1,-1173.512114
1477,1,-1170.844261,1,-1173.85828
1478,1,-1171.186727,1,-1174.209433
1479,1,-1171.530198,1,-1174.56267
1480,1,-1171.87861,1,-1174.92218
1481,1,-1172.217418,1,-1175.27358
1482,1,-1172.560446,1,-1175.631017
1483,1,-1172.904743,1,-1175.991786
1484,1,-1173.242563,1,-1176.348564
1485,1,-1173.580843,1,-1176.708648
1486,1,-1173.923405,1,-1177.076415
1487,1,-1174.271017,1,-1177.453221
1488,1,-1174.609176,1,-1177.825183
1489,1,-1174.951707,1,-1178.206986
1490,1,-1175.29571,1,-1178.596608
1491,1,-1175.633448,1,-1178.987471
1492,1,-1175.971918,1,-1179.387802
1493,1,-1176.314966,1,-1179.803019
1494,1,-1176.659741,1,-1180.231987
1495,1,-1176.998534,1,-1180.669136
1496,1,-1177.338405,1,-1181.123912
1497,1,-1177.683247,1,-1181.603126
1498,1,-1178.018569,1,-1182.095599
1499,1,-1178.358155,1,-1182.619106
1500,1,-1178.69912,1,-1183.175343
1501,1,-1179.033673,1,-1183.761996
1502,1,-1179.36882,1,-1184.392401
1503,1,-1179.70835,1,-1185.077867
1504,1,-1180.049416,1,-1185.824286
1505,1,-1180.384235,1,-1186.634215
1506,1,-1180.719858,1,-1187.526771
1507,1,-1181.060096,1,-1188.519986
1508,1,-1181.390428,1,-1189.615989
1509,1,-1181.724536,1,-1190.848041
1510,1,-1182.063107,1,-1192.239795
1511,1,-1182.403333,1,-1193.815424
1512,1,-1182.737427,1,-1195.598794
1513,1,-1183.072483,1,-1197.634228
1514,1,-1183.412316,1,-1199.969168
1515,1,-1183.742455,1,-1202.64051
1516,1,-1184.076594,1,-1205.722102
1517,1,-1184.411866,1,-1209.281961
1518,1,-1184.752102,1,-1213.406888
1519,1,-1185.082876,1,-1218.180285
1520,1,-1185.417909,1,-1223.730345
1521,1,-1185.754393,1,-1230.189303
1522,1,-1186.084465,1,-1237.707277
1523,1,-1186.415206,1,-1246.477793
1524,1,-1186.75035,1,-1256.722669
1525,1,-1187.087126,1,-1268.696597
1526,1,-1187.417688,1,-1282.692873
1527,1,-1187.749167,1097,-1299.074222
1528,1,-1188.085324,1097,-1299.294222
1529,1,-1188.411712,1097,-1299.514222
1530,1,-1188.741965,1097,-1299.734222
1531,1,-1189.073241,1097,-1299.954222
1532,1,-1189.409309,1097,-1300.174222
1533,1,-1189.735752,1097,-1300.394222
1534,1,-1190.066216,1097,-1300.614222
1535,1,-1190.401438,1097,-1300.834222
1536,1,-1190.727006,1097,-1301.054222
1537,1,-1191.056551,1097,-1301.274222
1538,1,-1191.387275,1097,-1301.494222
1539,1,-1191.722952,1097,-1301.714222
1540,1,-1192.049213,1097,-1301.924222
1541,1,-1192.379719,1097,-1302.144222
1542,1,-1192.711734,1097,-1302.364222
1543,1,-1193.037324,1097,-1302.584222
1544,1,-1193.363642,1097,-1302.804222
1545,1,-1193.694362,1097,-1303.024222
1546,1,-1194.026788,1097,-1303.244222
1547,1,-1194.353008,1097,-1303.464222
1548,1,-1194.680225,1097,-1303.684222
1549,1,-1195.012148,1097,-1303.904222
1550,1,-1195.334395,1097,-1304.124222
1551,1,-1195.660547,1097,-1304.344222
1552,1,-1195.987846,1097,-1304.554222
1553,1,-1196.32001,1097,-1304.774222
1554,1,-1196.642699,1097,-1304.994222
1555,1,-1196.969517,1097,-1305.214222
1556,1,-1197.297756,1097,-1305.434222
1557,1,-1197.619414,1097,-1305.654222
1558,1,-1197.941664,1097,-1305.874222
1559,1,-1198.26811,1097,-1306.094222
1560,1,-1198.599527,1097,-1306.314222
1561,1,-1198.921611,1097,-1306.534222
1562,1,-1199.247969,1097,-1306.754222
1563,1,-1199.575945,1097,-1306.974222
1564,1,-1199.897542,1097,-1307.184222
1565,1,-1200.219995,1097,-1307.404222
1566,1,-1200.546933,1097,-1307.624222
1567,1,-1200.87575,1097,-1307.844222
1568,1,-1201.19848,1097,-1308.064222
1569,1,-1201.522426,1097,-1308.284222
1570,1,-1201.851265,1097,-1308.504222
1571,1,-1202.170708,1097,-1308.724222
1572,1,-1202.49432,1097,-1308.944222
1573,1,-1202.819461,1097,-1309.164222
1574,1,-1203.138081,1097,-1309.384222
1575,1,-1203.457422,1097,-1309.604222
1576,1,-1203.781057,1097,-1309.814222
1577,1,-1204.106383,1097,-1310.034222
1578,1,-1204.425362,1097,-1310.254222
1579,1,-1204.745284,1097,-1310.474222
1580,1,-1205.069746,1097,-1310.694222
1581,1,-1205.384427,1097,-1310.914222
1582,1,-1205.702788,1097,-1311.134222
1583,1,-1206.025519,1097,-1311.354222
1584,1,-1206.350053,1097,-1311.574222
1585,1,-1206.668346,1097,-1311.794222
1586,1,-1206.987732,1097,-1312.014222
1587,1,-1207.311813,1097,-1312.234222
1588,1,-1207.626313,1097,-1312.444222
1589,1,-1207.944708,1097,-1312.664222
1590,1,-1208.26437,1097,-1312.884222
1591,1,-1208.588919,1097,-1313.104222
1592,1,-1208.904126,1097,-1313.324222
1593,1,-1209.223497,1097,-1313.544222
1594,1,-1209.544463,1097,-1313.764222
1595,1,-1209.858908,1097,-1313.984222
1596,1,-1210.174145,1097,-1314.204222
1597,1,-1210.493694,1097,-1314.424222
1598,1,-1210.815027,1097,-1314.644222
1599,1,-1211.130044,1097,-1314.864222
1600,1,-1211.44611,1097,-1315.074222
1601,1,-1211.766779,1097,-1315.294222
1602,1,-1212.077796,1097,-1315.514222
1603,1,-1212.392581,1097,-1315.734222
1604,1,-1212.708529,1097,-1315.954222
1605,1,-1213.0292,1097,-1316.174222
1606,1,-1213.340373,1097,-1316.394222
1607,1,-1213.655482,1097,-1316.614222
1608,1,-1213.975267,1097,-1316.834222
1609,1,-1214.285509,1097,-1317.054222
1610,1,-1214.599624,1097,-1317.274222
1611,1,-1214.915048,1097,-1317.494222
1612,1,-1215.235348,1097,-1317.714222
1613,1,-1215.54635,1097,-1317.924222
1614,1,-1215.861501,1097,-1318.144222
1615,1,-1216.178303,1097,-1318.364222
1616,1,-1216.488569,1097,-1318.584222
1617,1,-1216.799683,1097,-1318.804222
1618,1,-1217.115107,1097,-1319.024222
1619,1,-1217.432385,1097,-1319.244222
1620,1,-1217.743353,1097,-1319.464222
1621,1,-1218.055447,1097,-1319.684222
1622,1,-1218.372169,1097,-1319.904222
1623,1,-1218.679328,1097,-1320.124222
1624,1,-1218.990293,1097,-1320.344222
1625,1,-1219.302538,1097,-1320.554222
1626,1,-1219.619577,1097,-1320.774222
1627,1,-1219.927262,1097,-1320.994222
1628,1,-1220.238988,1097,-1321.214222
1629,1,-1220.552283,1097,-1321.434222
1630,1,-1220.858892,1097,-1321.654222
1631,1,-1221.166221,1097,-1321.874222
1632,1,-1221.477665,1097,-1322.094222
1633,1,-1221.794002,1097,-1322.314222
1634,1,-1222.10112,1097,-1322.534222
1635,1,-1222.412418,1097,-1322.754222
1636,1,-1222.725472,1097,-1322.974222
1637,1,-1223.032038,1097,-1323.184222
1638,1,-1223.339577,1097,-1323.404222
1639,1,-1223.65151,1097,-1323.624222
1640,1,-1223.965468,1097,-1323.844222
1641,1,-1224.273239,1097,-1324.064222
1642,1,-1224.582354,1097,-1324.284222
1643,1,-1224.896289,1097,-1324.504222
1644,1,-1225.200946,1097,-1324.724222
1645,1,-1225.509681,1097,-1324.944222
1646,1,-1225.820086,1097,-1325.164222
1647,1,-1226.123864,1097,-1325.384222
1648,1,-1226.428485,1097,-1325.604222
1649,1,-1226.737314,1097,-1325.814222
1650,1,-1227.047982,1097,-1326.034222
1651,1,-1227.352207,1097,-1326.254222
1652,1,-1227.657507,1097,-1326.474222
1653,1,-1227.967276,1097,-1326.694222
1654,1,-1228.267381,1097,-1326.914222
1655,1,-1228.571075,1097,-1327.134222
1656,1,-1228.879047,1097,-1327.354222
1657,1,-1229.188965,1097,-1327.574222
1658,1,-1229.492539,1097,-1327.794222
1659,1,-1229.797328,1097,-1328.014222
1660,1,-1230.106733,1097,-1328.234222
1661,1,-1230.406664,1097,-1328.444222
1662,1,-1230.71039,1097,-1328.664222
1663,1,-1231.015508,1097,-1328.884222
1664,1,-1231.325441,1097,-1329.104222
1665,1,-1231.626144,1097,-1329.324222
1666,1,-1231.93092,1097,-1329.544222
1667,1,-1232.237431,1097,-1329.764222
1668,1,-1232.537312,1097,-1329.984222
1669,1,-1232.838103,1097,-1330.204222
1670,1,-1233.143119,1097,-1330.424222
1671,1,-1233.450062,1097,-1330.644222
1672,1,-1233.750591,1097,-1330.864222
1673,1,-1234.052296,1097,-1331.074222
1674,1,-1234.358531,1097,-1331.294222
1675,1,-1234.655225,1097,-1331.514222
1676,1,-1234.955594,1097,-1331.734222
1677,1,-1235.257258,1097,-1331.954222
1678,1,-1235.563579,1097,-1332.174222
1679,1,-1235.860524,1097,-1332.394222
1680,1,-1236.161323,1097,-1332.614222
1681,1,-1236.46672,1097,-1332.834222
1682,1,-1236.762679,1097,-1333.054222
1683,1,-1237.062409,1097,-1333.274222
1684,1,-1237.363573,1097,-1333.494222
1685,1,-1237.669539,1097,-1333.714222
1686,1,-1237.966317,1097,-1333.924222
1687,1,-1238.267153,1097,-1334.144222
1688,1,-1238.569776,1097,-1334.364222
1689,1,-1238.865756,1097,-1334.584222
1690,1,-1239.162696,1097,-1334.804222
1691,1,-1239.463858,1097,-1335.024222
1692,1,-1239.767016,1097,-1335.244222
1693,1,-1240.063762,1097,-1335.464222
1694,1,-1240.361758,1097,-1335.684222
1695,1,-1240.664306,1097,-1335.904222
1696,1,-1240.957399,1097,-1336.124222
1697,1,-1241.254201,1097,-1336.344222
1698,1,-1241.55241,1097,-1336.554222
1699,1,-1241.855345,1097,-1336.774222
1700,1,-1242.149042,1097,-1336.994222
1701,1,-1242.446693,1097,-1337.214222
1702,1,-1242.746056,1097,-1337.434222
1703,1,-1243.038633,1097,-1337.654222
1704,1,-1243.33205,1097,-1337.874222
1705,1,-1243.629503,1097,-1338.094222
1706,1,-1243.931776,1097,-1338.314222
1707,1,-1244.224939,1097,-1338.534222
1708,1,-1244.522189,1097,-1338.754222
1709,1,-1244.821329,1097,-1338.974222
1710,1,-1245.113873,1097,-1339.184222
1711,1,-1245.407501,1097,-1339.404222
1712,1,-1245.705436,1097,-1339.624222
1713,1,-1246.005537,1097,-1339.844222
1714,1,-1246.299352,1097,-1340.064222
1715,1,-1246.594634,1097,-1340.284222
1716,1,-1246.894666,1097,-1340.504222
1717,1,-1247.185531,1097,-1340.724222
1718,1,-1247.480386,1097,-1340.944222
1719,1,-1247.777048,1097,-1341.164222
1720,1,-1248.066979,1097,-1341.384222
1721,1,-1248.357867,1097,-1341.604222
1722,1,-1248.652882,1097,-1341.814222
1723,1,-1248.949879,1097,-1342.034222
1724,1,-1249.240338,1097,-1342.254222
1725,1,-1249.531997,1097,-1342.474222
1726,1,-1249.82806,1097,-1342.694222
1727,1,-1250.114568,1097,-1342.914222
1728,1,-1250.404578,1097,-1343.134222
1729,1,-1250.698779,1097,-1343.354222
1730,1,-1250.995061,1097,-1343.574222
1731,1,-1251.284898,1097,-1343.794222
1732,1,-1251.576068,1097,-1344.014222
1733,1,-1251.871779,1097,-1344.234222
1734,1,-1252.158117,1097,-1344.434222
1735,1,-1252.448151,1097,-1344.604222
1736,1,-1252.739698,1097,-1344.764222
1737,1,-1253.03599,1097,-1344.924222
1738,1,-1253.323159,1097,-1345.094222
1739,1,-1253.614313,1097,-1345.254222
1740,1,-1253.907335,1097,-1345.424222
1741,1,-1254.193622,1097,-1345.584222
1742,1,-1254.48093,1097,-1345.754222
1743,1,-1254.772379,1097,-1345.914222
1744,1,-1255.065894,1097,-1346.074222
1745,1,-1255.352898,1097,-1346.244222
1746,1,-1255.6412,1097,-1346.404222
1747,1,-1255.933962,1097,-1346.574222
1748,1,-1256.217289,1097,-1346.734222
1749,1,-1256.504199,1097,-1346.904222
1750,1,-1256.792531,1097,-1347.064222
1751,1,-1257.085458,1097,-1347.234222
1752,1,-1257.369124,1097,-1347.394222
1753,1,-1257.656566,1097,-1347.554222
1754,1,-1257.948531,1097,-1347.724222
1755,1,-1258.231156,1097,-1347.884222
1756,1,-1258.517455,1097,-1348.054222
1757,1,-1258.805306,1097,-1348.214222
1758,1,-1259.097889,1097,-1348.384222
1759,1,-1259.381389,1097,-1348.544222
1760,1,-1259.668858,1097,-1348.714222
1761,1,-1259.958245,1097,-1348.874222
1762,1,-1260.240883,1097,-1349.034222
1763,1,-1260.524589,1097,-1349.204222
1764,1,-1260.812432,1097,-1349.364222
1765,1,-1261.102406,1097,-1349.534222
1766,1,-1261.385871,1097,-1349.694222
1767,1,-1261.670702,1097,-1349.864222
1768,1,-1261.960015,1097,-1350.024222
1769,1,-1262.239973,1097,-1350.184222
1770,1,-1262.523546,1097,-1350.354222
1771,1,-1262.808647,1097,-1350.514222
1772,1,-1263.098411,1097,-1350.684222
1773,1,-1263.379044,1097,-1350.844222
1774,1,-1263.663551,1097,-1351.014222
1775,1,-1263.949903,1097,-1351.174222
1776,1,-1264.229375,1097,-1351.344222
1777,1,-1264.5098,1097,-1351.504222
1778,1,-1264.794186,1097,-1351.664222
1779,1,-1265.083322,1097,-1351.834222
1780,1,-1265.36345,1097,-1351.994222
1781,1,-1265.647576,1097,-1352.164222
1782,1,-1265.933721,1097,-1352.324222
1783,1,-1266.213165,1097,-1352.494222
1784,1,-1266.493798,1097,-1352.654222
1785,1,-1266.778655,1097,-1352.814222
1786,1,-1267.06581,1097,-1352.984222
1787,1,-1267.346585,1097,-1353.144222
1788,1,-1267.628945,1097,-1353.314222
1789,1,-1267.915988,1097,-1353.474222
1790,1,-1268.193968,1097,-1353.644222
1791,1,-1268.475854,1097,-1353.804222
1792,1,-1268.759677,1097,-1353.974222
1793,1,-1269.03667,1097,-1354.134222
1794,1,-1269.314727,1097,-1354.294222
1795,1,-1269.596832,1097,-1354.464222
1796,1,-1269.881057,1097,-1354.624222
1797,1,-1270.158653,1097,-1354.794222
1798,1,-1270.437568,1097,-1354.954222
1799,1,-1270.720824,1097,-1355.124222
1800,1,-1270.99463,1097,-1355.284222
1801,1,-1271.271853,1097,-1355.444222
1802,1,-1271.553183,1097,-1355.614222
1803,1,-1271.836724,1097,-1355.774222
1804,1,-1272.113723,1097,-1355.944222
1805,1,-1272.392167,1097,-1356.104222
1806,1,-1272.675079,1097,-1356.274222
1807,1,-1272.948713,1097,-1356.434222
1808,1,-1273.225949,1097,-1356.604222
1809,1,-1273.504813,1097,-1356.764222
1810,1,-1273.788353,1097,-1356.924222
1811,1,-1274.062875,1097,-1357.094222
1812,1,-1274.341295,1097,-1357.254222
1813,1,-1274.621709,1097,-1357.424222
1814,1,-1274.895289,1097,-1357.584222
1815,1,-1275.169994,1097,-1357.754222
1816,1,-1275.448759,1097,-1357.914222
1817,1,-1275.729723,1097,-1358.074222
1818,1,-1276.004083,1097,-1358.244222
1819,1,-1276.279856,1097,-1358.404222
1820,1,-1276.560022,1097,-1358.574222
1821,1,-1276.830854,1097,-1358.734222
1822,1,-1277.10518,1097,-1358.904222
1823,1,-1277.381049,1097,-1359.064222
1824,1,-1277.661456,1097,-1359.234222
1825,1,-1277.932709,1097,-1359.394222
1826,1,-1278.207664,1097,-1359.554222
1827,1,-1278.487071,1097,-1359.724222
1828,1,-1278.75723,1097,-1359.884222
1829,1,-1279.030969,1097,-1360.054222
1830,1,-1279.306373,1097,-1360.214222
1831,1,-1279.586441,1097,-1360.384222
1832,1,-1279.857526,1097,-1360.544222
1833,1,-1280.132495,1097,-1360.714222
1834,1,-1280.409506,1097,-1360.874222
1835,1,-1280.679667,1097,-1361.034222
1836,1,-1280.950997,1097,-1361.204222
1837,1,-1281.226383,1097,-1361.364222
1838,1,-1281.504029,1097,-1361.534222
1839,1,-1281.775072,1097,-1361.694222
1840,1,-1282.047592,1097,-1361.864222
1841,1,-1282.324526,1097,-1362.024222
1842,1,-1282.592199,1097,-1362.184222
1843,1,-1282.863399,1097,-1362.354222
1844,1,-1283.136241,1097,-1362.514222
1845,1,-1283.413683,1097,-1362.684222
1846,1,-1283.682099,1097,-1362.844222
1847,1,-1283.95431,1097,-1363.014222
1848,1,-1284.228497,1097,-1363.174222
1849,1,-1284.495709,1097,-1363.344222
1850,1,-1284.763983,1097,-1363.504222
1851,1,-1285.036147,1097,-1363.664222
1852,1,-1285.312993,1097,-1363.834222
1853,1,-1285.580928,1097,-1363.994222
1854,1,-1285.852776,1097,-1364.164222
1855,1,-1286.126765,1097,-1364.324222
1856,1,-1286.393951,1097,-1364.494222
1857,1,-1286.662427,1097,-1364.654222
1858,1,-1286.935046,1097,-1364.814222
1859,1,-1287.210091,1097,-1364.984222
1860,1,-1287.478664,1097,-1365.144222
1861,1,-1287.748934,1097,-1365.314222
1862,1,-1288.023823,1097,-1365.474222
1863,1,-1288.289749,1097,-1365.644222
1864,1,-1288.559499,1097,-1365.804222
1865,1,-1288.831312,1097,-1365.974222
1866,1,-1289.096197,1097,-1366.134222
1867,1,-1289.362251,1097,-1366.294222
1868,1,-1289.632276,1097,-1366.464222
1869,1,-1289.904552,1097,-1366.624222
1870,1,-1290.170112,1097,-1366.794222
1871,1,-1290.437107,1097,-1366.954222
1872,1,-1290.708381,1097,-1367.124222
1873,1,-1290.970308,1097,-1367.284222
1874,1,-1291.23557,1097,-1367.444222
1875,1,-1291.504858,1097,-1367.614222
1876,1,-1291.776483,1097,-1367.774222
1877,1,-1292.041474,1097,-1367.944222
1878,1,-1292.308018,1097,-1368.104222
1879,1,-1292.578962,1097,-1368.274222
1880,1,-1292.840723,1097,-1368.434222
1881,1,-1293.105995,1097,-1368.604222
1882,1,-1293.373008,1097,-1368.764222
1883,1,-1293.644638,1097,-1368.924222
1884,1,-1293.90735,1097,-1369.094222
1885,1,-1294.173884,1097,-1369.254222
1886,1,-1294.442542,1097,-1369.424222
1887,1,-1294.704277,1097,-1369.584222
1888,1,-1294.967245,1097,-1369.754222
1889,1,-1295.234208,1097,-1369.914222
1890,1,-1295.503512,1097,-1370.074222
1891,1,-1295.766141,1097,-1370.244222
1892,1,-1296.030313,1097,-1370.404222
1893,1,-1296.29884,1097,-1370.574222
1894,1,-1296.558158,1097,-1370.734222
1895,1,-1296.820923,1097,-1370.904222
1896,1,-1297.085389,1097,-1371.064222
1897,1,-1297.35439,1097,-1371.234222
1898,1,-1297.614407,1097,-1371.394222
1899,1,-1297.87813,1097,-1371.554222
1900,1,-1298.146327,1097,-1371.724222
1901,1,-1298.405476,1097,-1371.884222
1902,1,-1298.668244,1097,-1372.054222
1903,1,-1298.932944,1097,-1372.214222
1904,1,-1299.202435,1097,-1372.384222
1905,1,-1299.463266,1097,-1372.544222
1906,1,-1299.728174,1097,-1372.714222
1907,1,-1299.995575,1097,-1372.874222
1908,1,-1300.256424,1097,-1373.034222
1909,1,-1300.519016,1097,-1373.204222
1910,1,-1300.786159,1097,-1373.364222
1911,1,-1301.056374,1097,-1373.534222
1912,1,-1301.320722,1097,-1373.694222
1913,1,-1301.587649,1097,-1373.864222
1914,1,-1301.860118,1097,-1374.024222
1915,1,-1302.124854,1097,-1374.184222
1916,1,-1302.394754,1097,-1374.354222
1917,1,-1302.668481,1097,-1374.514222
1918,1,-1302.946842,1097,-1374.684222
1919,1,-1303.216395,1097,-1374.844222
1920,1,-1303.489816,1097,-1375.014222
1921,1,-1303.765528,1097,-1375.174222
1922,1,-1304.034407,1097,-1375.344222
1923,1,-1304.304741,1097,-1375.504222
1924,1,-1304.579248,1097,-1375.664222
1925,1,-1304.856424,1097,-1375.834222
1926,1,-1305.124832,1097,-1375.994222
1927,1,-1305.397137,1097,-1376.164222
1928,1,-1305.671788,1097,-1376.324222
1929,1,-1305.93965,1097,-1376.494222
1930,1,-1306.209039,1097,-1376.654222
1931,1,-1306.482671,1097,-1376.814222
1932,1,-1306.759077,1097,-1376.984222
1933,1,-1307.026836,1097,-1377.144222
1934,1,-1307.29862,1097,-1377.314222
1935,1,-1307.572925,1097,-1377.474222
1936,1,-1307.840628,1097,-1377.644222
1937,1,-1308.110105,1097,-1377.804222
1938,1,-1308.384101,1097,-1377.974222
1939,1,-1308.649197,1097,-1378.134222
1940,1,-1308.915657,1097,-1378.294222
1941,1,-1309.186134,1097,-1378.464222
1942,1,-1309.459148,1097,-1378.624222
1943,1,-1309.725553,1097,-1378.794222
1944,1,-1309.993744,1097,-1378.954222
1945,1,-1310.266452,1097,-1379.124222
1946,1,-1310.530273,1097,-1379.284222
1947,1,-1310.795473,1097,-1379.444222
1948,1,-1311.064691,1097,-1379.614222
1949,1,-1311.336467,1097,-1379.774222
1950,1,-1311.601636,1097,-1379.944222
1951,1,-1311.868615,1097,-1380.104222
1952,1,-1312.140122,1097,-1380.274222
1953,1,-1312.402769,1097,-1380.434222
1954,1,-1312.66683,1097,-1380.604222
1955,1,-1312.934933,1097,-1380.764222
1956,1,-1313.205643,1097,-1380.924222
1957,1,-1313.469781,1097,-1381.094222
1958,1,-1313.735794,1097,-1381.254222
1959,1,-1314.004106,1097,-1381.424222
1960,1,-1314.265464,1097,-1381.584222
1961,1,-1314.528245,1097,-1381.754222
1962,1,-1314.79506,1097,-1381.914222
1963,1,-1315.064494,1097,-1382.074222
1964,1,-1315.327347,1097,-1382.244222
1965,1,-1315.592085,1097,-1382.404222
1966,1,-1315.859135,1097,-1382.574222
1967,1,-1316.119223,1097,-1382.734222
1968,1,-1316.380745,1097,-1382.904222
1969,1,-1316.646295,1097,-1383.064222
1970,1,-1316.91448,1097,-1383.234222
1971,1,-1317.176079,1097,-1383.394222
1972,1,-1317.439577,1097,-1383.554222
1973,1,-1317.705404,1097,-1383.724222
1974,1,-1317.964268,1097,-1383.884222
1975,1,-1318.224585,1097,-1384.054222
1976,1,-1318.488934,1097,-1384.214222
1977,1,-1318.755944,1097,-1384.384222
1978,1,-1319.016375,1097,-1384.544222
1979,1,-1319.278736,1097,-1384.714222
1980,1,-1319.543465,1097,-1384.874222
1981,1,-1319.801252,1097,-1385.034222
1982,1,-1320.060539,1097,-1385.204222
1983,1,-1320.323897,1097,-1385.364222
1984,1,-1320.589983,1097,-1385.534222
1985,1,-1320.84955,1097,-1385.694222
1986,1,-1321.111138,1097,-1385.864222
1987,1,-1321.375205,1097,-1386.024222
1988,1,-1321.632441,1097,-1386.184222
1989,1,-1321.891332,1097,-1386.354222
1990,1,-1322.154463,1097,-1386.514222
1991,1,-1322.420547,1097,-1386.684222
1992,1,-1322.678162,1097,-1386.844222
1993,1,-1322.939861,1097,-1387.014222
1994,1,-1323.204333,1097,-1387.174222
1995,1,-1323.462308,1097,-1387.344222
1996,1,-1323.722358,1097,-1387.504222
1997,1,-1323.987141,1097,-1387.664222
1998,1,-1324.255494,1097,-1387.834222
1999,1,-1324.516119,1097,-1387.994222
2000,1,-1324.781706,1097,-1388.164222
2001,1,-1325.051149,1097,-1388.324222
2002,1,-1325.315379,1097,-1388.494222
2003,1,-1325.583262,1097,-1388.654222
2004,1,-1325.857765,1097,-1388.814222
2005,1,-1326.138144,1097,-1388.984222
2006,1,-1326.413581,1097,-1389.144222
2007,1,-1326.69733,1097,-1389.314222
2008,1,-1326.989012,1097,-1389.474222
2009,1,-1327.276088,1097,-1389.644222
2010,1,-1327.56544,1097,-1389.804222
2011,1,-1327.857607,1097,-1389.974222
2012,1,-1328.141148,1097,-1390.134222
